xls,site_name,proxy,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,doi,co2_as_published,proxy_category,category_reason,co2_superseded,co2_recalculated,co2_revised_reason,age_as_published,age_quarantined,age_superseded,age_recalculated,age_revised_reason,modern_latitude,modern_longitude
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1577.4,6,6,215.13,23.51,22.49,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 113",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1616,6,6,300.5,36.35,34.15,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 114",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1648.7,6,6,198.01,22.54,21.7,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 116",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1659.5,6,6,192.27,31.69,28.93,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 117",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1698.5,6,6,289.93,34.91,32.85,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 118",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1753.1,6,6,286.35,33.46,31.47,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 119",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1779.6,6,6,224.38,25.63,24.45,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 121",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1975.13,6,6,202.18,28.25,27.4,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 122",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2026.54,6,6,234.18,32.54,31.46,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 123",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2078.09,6,6,208.19,29.94,28.9,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 124",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2161.01,6,6,194.72,28.13,27.22,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 125",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2166.04,6,6,299.14,43.43,41.22,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 126",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2201.94,6,6,307.6,44.17,41.85,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 127",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2304.67,6,6,210.26,30.15,29.13,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 128",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2502.94,6,6,289.32,41.6,39.64,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 129",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2558.58,6,6,242.64,36.91,35.3,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 130",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2600.86,6,6,201.37,28.43,27.51,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 131",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2685.47,6,6,195.25,30.11,28.9,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 132",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2702.22,6,6,278.59,41.66,39.55,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 133",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2705.51,6,6,267.92,38.62,36.88,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 134",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2708.11,6,6,223.8,32.31,31.12,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 135",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2710.46,6,6,287.54,83.07,68.02,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 136",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2751.56,6,6,251.12,35.8,34.37,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 137",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2772.86,6,6,292.8,43.48,41.09,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 138",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2778.72,6,6,332.98,50.11,46.98,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 139",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2781.41,6,6,274.62,39.48,37.72,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 140",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2795.49,6,6,263.95,38.55,36.89,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 141",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2918.77,6,6,221.33,32.39,31.13,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 142",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3000.57,15,15,301.32,45.63,42.87,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 143",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3073.92,15,15,246.18,35.71,34.16,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 144",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3081.38,15,15,325.19,50.93,47.52,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 145",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3104.91,15,15,251.6,35.94,34.38,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 146",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3155.92,15,15,225.8,36.01,34.31,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 147",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3218.57,15,15,222.97,34.43,32.91,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 148",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3239.16,15,15,270.84,40.21,38.05,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 149",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3259.14,15,15,223.33,34.6,33.05,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 150",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3321.59,15,15,250.07,37.58,35.76,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 151",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3403.24,15,15,244.63,36.15,34.45,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 152",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3406.73,15,15,244.34,38.12,36.25,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 153",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3471.47,15,15,264.69,40.29,38.16,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 154",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3542.53,15,15,282.37,44.9,42.33,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 155",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3590.77,15,15,264.3,40.56,38.34,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 156",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3716.06,15,15,282.92,44.06,41.42,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 157",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3792.18,15,15,260,41.05,38.82,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 158",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3870.13,15,15,340.01,56.83,52.12,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 159",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3961.07,15,15,278.71,44.42,41.56,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 160",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,4036.18,30,30,286.13,46.82,43.47,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 161",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,4117.13,30,30,330.25,55.91,51.37,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 162",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,4580.3,30,30,355.49,64.53,58.05,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 163",10.1029/2018PA003349,false,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,true,updated error calculation using per sample uncertainties,true,false,,false,added age uncertainty based on LR04,12.91083,-78.83333
