xls,site_name,proxy,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,high,low,reference,doi,co2_as_published,proxy_category,category_reason,co2_superseded,co2_recalculated,co2_revised_reason,age_as_published,age_quarantined,age_superseded,age_recalculated,age_revised_reason,modern_latitude,modern_longitude
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3176.65,15,15,369.45,64,52.52,433.45,316.93,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_brown_2022_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,5358.76,15,15,332.84,100.96,98.68,433.8,234.16,"Brown, R.M., Chalk, T.B., Crocker, A.J., Wilson, P.A. and Foster, G.L., 2022. Late Miocene cooling coupled to carbon dioxide with Pleistocene-like climate sensitivity. Nature Geoscience, 15(8), pp.664-670.",10.1038/s41561-022-00982-7,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,FALSE,FALSE,FALSE,FALSE,added age uncertainties based nannofossil biostratigraphy uncertainty reported by Zeeden et al.(2013) age model,3.72125,-42.91329
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3067.99,15,15,373.11,60.87,59.3,433.98,313.81,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_martinez-boti_2015_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2828.28,6,6,352.05,82.53,69.92,434.58,282.13,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). ""Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records."" Nature 518(7537): 49-54.",10.1038/nature14145,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,FALSE,FALSE,,FALSE,added age uncertainty based on LR04,-1.39472,-11.74306
boron_isotopes_brown_2022_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,6787.53,15,15,333.75,101.66,99.67,435.41,234.08,"Brown, R.M., Chalk, T.B., Crocker, A.J., Wilson, P.A. and Foster, G.L., 2022. Late Miocene cooling coupled to carbon dioxide with Pleistocene-like climate sensitivity. Nature Geoscience, 15(8), pp.664-670.",10.1038/s41561-022-00982-7,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,FALSE,FALSE,FALSE,FALSE,added age uncertainties based nannofossil biostratigraphy uncertainty reported by Zeeden et al.(2013) age model,3.72125,-42.91329
phytoplankton_zhang_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,132.5,4,4,244.32,191.6,95.98,435.92,148.34,"Zhang, Yi Ge, et al. ""Refining the alkenone-pCO2 method I: Lessons from the Quaternary glacial cycles."" Geochimica et Cosmochimica Acta (2019).",Zhang 2019,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
paleosol_da_2019_p1.0.xlsx,NA,Paleosols,1961.61,2,17.61,274.65,161.8,133.68,436.45,140.97,"Da, J., Zhang, Y. G., Li, G., Meng, X., & Ji, J. (2019). Low CO 2 levels of the entire Pleistocene epoch. Nature communications, 10(1), 1-9.",10.1038/s41467-019-12357-5,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,add age error bars,35.76,109.42
phytoplankton_zhang_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,165.54,4,4,241.34,195.35,96.17,436.69,145.17,"Zhang, Yi Ge, et al. ""Refining the alkenone-pCO2 method I: Lessons from the Quaternary glacial cycles."" Geochimica et Cosmochimica Acta (2019).",Zhang 2019,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
phytoplankton_zhang_2017_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,5564.97,29.55,29.55,235.24,201.54,103.18,436.78,132.06,"Zhang, Y. G., Pagani, M., Henderiks, J., & Ren, H. (2017). A long history of equatorial deep-water upwelling in the Pacific Ocean. Earth and Planetary Science Letters, 467, 1-9.",Zhang 2017,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3023.22,15,15,366.8,70.72,49.79,437.52,317.01,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3320.3,15,15,368.66,71.7,52.97,440.36,315.69,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3254.13,15,15,352.26,89.51,53.91,441.77,298.35,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3290.24,15,15,354,88.13,60.85,442.13,293.15,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
phytoplankton_seki_2010_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,1300,6,6,204.2,239.55,81.74,443.75,122.46,"Seki, O., Foster, G. L., Schmidt, D. N., Mackensen, A., Kawamura, K., & Pancost, R. D. (2010). Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters, 292(1-2), 201-211.",Seki 2010,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,47.4,4,4,239.45,206.48,136.5,445.93,102.95,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
phytoplankton_seki_2010_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2820,6,6,206.03,240.76,81.85,446.79,124.18,"Seki, O., Foster, G. L., Schmidt, D. N., Mackensen, A., Kawamura, K., & Pancost, R. D. (2010). Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters, 292(1-2), 201-211.",Seki 2010,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
paleosol_da_2019_p1.0.xlsx,NA,Paleosols,2341.74,2,17.74,251.5,195.49,138.63,446.99,112.87,"Da, J., Zhang, Y. G., Li, G., Meng, X., & Ji, J. (2019). Low CO 2 levels of the entire Pleistocene epoch. Nature communications, 10(1), 1-9.",10.1038/s41467-019-12357-5,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,add age error bars,35.76,109.42
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,47.4,4,4,240.84,206.67,136.79,447.51,104.05,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3112.2,15,15,376.68,70.84,53.8,447.52,322.88,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
phytoplankton_seki_2010_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,2310,6,6,205.29,242.31,82.3,447.6,122.99,"Seki, O., Foster, G. L., Schmidt, D. N., Mackensen, A., Kawamura, K., & Pancost, R. D. (2010). Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters, 292(1-2), 201-211.",Seki 2010,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3208.31,15,15,361.09,86.69,55.29,447.78,305.8,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3236.04,15,15,366.19,82.25,60.07,448.44,306.12,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2832.34,6,6,376.25,72.54,49.58,448.79,326.67,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,4003.18,30,30,386.25,62.58,58.9,448.83,327.35,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
phytoplankton_zhang_2017_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,6034.79,31.91,31.91,243.12,205.83,107.98,448.95,135.14,"Zhang, Y. G., Pagani, M., Henderiks, J., & Ren, H. (2017). A long history of equatorial deep-water upwelling in the Pacific Ocean. Earth and Planetary Science Letters, 467, 1-9.",Zhang 2017,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,69.3,4,4,241.46,207.72,136.16,449.18,105.3,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
boron_isotopes_brown_2022_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,5494.03,15,15,344.07,106.33,101.47,450.4,242.6,"Brown, R.M., Chalk, T.B., Crocker, A.J., Wilson, P.A. and Foster, G.L., 2022. Late Miocene cooling coupled to carbon dioxide with Pleistocene-like climate sensitivity. Nature Geoscience, 15(8), pp.664-670.",10.1038/s41561-022-00982-7,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,FALSE,FALSE,FALSE,FALSE,added age uncertainties based nannofossil biostratigraphy uncertainty reported by Zeeden et al.(2013) age model,3.72125,-42.91329
boron_isotopes_brown_2022_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,6061.46,15,15,345.34,105.48,102.26,450.82,243.08,"Brown, R.M., Chalk, T.B., Crocker, A.J., Wilson, P.A. and Foster, G.L., 2022. Late Miocene cooling coupled to carbon dioxide with Pleistocene-like climate sensitivity. Nature Geoscience, 15(8), pp.664-670.",10.1038/s41561-022-00982-7,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,FALSE,FALSE,FALSE,FALSE,added age uncertainties based nannofossil biostratigraphy uncertainty reported by Zeeden et al.(2013) age model,3.72125,-42.91329
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,150.2,4,4,245.08,207.46,139.64,452.54,105.44,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,59.2,4,4,239.8,213.31,135.32,453.11,104.48,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
paleosol_da_2019_p1.0.xlsx,NA,Paleosols,1018.69,2,10.69,225.04,228.26,153.88,453.3,71.16,"Da, J., Zhang, Y. G., Li, G., Meng, X., & Ji, J. (2019). Low CO 2 levels of the entire Pleistocene epoch. Nature communications, 10(1), 1-9.",10.1038/s41467-019-12357-5,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,add age error bars,35.76,109.42
phytoplankton_zhang_2019_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,115.89,4,4,248.14,206.16,95.95,454.3,152.19,"Zhang, Yi Ge, et al. ""Refining the alkenone-pCO2 method I: Lessons from the Quaternary glacial cycles."" Geochimica et Cosmochimica Acta (2019).",Zhang 2019,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
boron_isotopes_martinez-boti_2015_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,2347.23,6,6,369.1,85.2,73.04,454.3,296.06,"Martínez-Botí, M. A., G. L. Foster, T. B. Chalk, E. J. Rohling, P. F. Sexton, D. J. Lunt, R. D. Pancost, M. P. S. Badger and D. N. Schmidt (2015). ""Plio-Pleistocene climate sensitivity evaluated using high-resolution CO2 records."" Nature 518(7537): 49-54.",10.1038/nature14145,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,FALSE,FALSE,,FALSE,added age uncertainty based on LR04,-1.39472,-11.74306
phytoplankton_seki_2010_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,1750,6,6,209.59,245.45,85.41,455.04,124.18,"Seki, O., Foster, G. L., Schmidt, D. N., Mackensen, A., Kawamura, K., & Pancost, R. D. (2010). Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters, 292(1-2), 201-211.",Seki 2010,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
boron_isotopes_brown_2022_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,5381.93,15,15,351.4,105.49,101.33,456.89,250.07,"Brown, R.M., Chalk, T.B., Crocker, A.J., Wilson, P.A. and Foster, G.L., 2022. Late Miocene cooling coupled to carbon dioxide with Pleistocene-like climate sensitivity. Nature Geoscience, 15(8), pp.664-670.",10.1038/s41561-022-00982-7,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,,,FALSE,FALSE,FALSE,FALSE,added age uncertainties based nannofossil biostratigraphy uncertainty reported by Zeeden et al.(2013) age model,3.72125,-42.91329
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3299.45,15,15,379.75,79.7,66.54,459.45,313.21,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,19.6,4,4,248.17,213.59,141.25,461.76,106.92,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
paleosol_da_2019_p1.0.xlsx,NA,Paleosols,1827.91,2,18.91,251.48,210.4,140.52,461.88,110.96,"Da, J., Zhang, Y. G., Li, G., Meng, X., & Ji, J. (2019). Low CO 2 levels of the entire Pleistocene epoch. Nature communications, 10(1), 1-9.",10.1038/s41467-019-12357-5,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,add age error bars,35.76,109.42
paleosol_da_2019_p1.0.xlsx,NA,Paleosols,2051.98,2,10.98,216.75,245.36,138.29,462.11,78.46,"Da, J., Zhang, Y. G., Li, G., Meng, X., & Ji, J. (2019). Low CO 2 levels of the entire Pleistocene epoch. Nature communications, 10(1), 1-9.",10.1038/s41467-019-12357-5,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,add age error bars,35.76,109.42
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,84,4,4,246.55,216.88,140.12,463.43,106.43,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
boron_isotopes_delavega_2021_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,3260.77,15,15,366.84,98.66,61.27,465.5,305.57,"de la Vega, E, Chalk, T.B, Wilson, P.A, Bysani, R.P, Foster, G.L (2020). ""Atmospheric CO2 during the Mid-Piacenzian Warm Period and the M2 glaciation"". Sci Rep 10, 11002 (2020).",10.1038/s41598-020-67154-8,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,FALSE,,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,12.75,-78.73
paleosol_da_2019_p1.0.xlsx,NA,Paleosols,1423.9,2,14.9,240.54,225,142.13,465.54,98.41,"Da, J., Zhang, Y. G., Li, G., Meng, X., & Ji, J. (2019). Low CO 2 levels of the entire Pleistocene epoch. Nature communications, 10(1), 1-9.",10.1038/s41467-019-12357-5,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,add age error bars,35.76,109.42
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,11.2,4,4,252.48,213.65,144.61,466.13,107.87,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
phytoplankton_andersen_1999_p1.0.xlsx,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,Phytoplankton,17.8,4,4,251.68,215.24,142.51,466.92,109.17,"Andersen, N et al. (1999): Alkenone d13C as a Proxy for Past PCO2 in Surface Waters: Results from the Late Quaternary Angola Current. In: Fischer, G & Wefer, G (eds.), Use of Proxies in Paleoceanography - Examples from the South Atlantic, Springer, Berlin, Heidelberg, 469-488",Andersen 1999,FALSE,1,Category 1: (a) Weighted mean of all methods with Category 1 estimates.,FALSE,TRUE,Recalculation of all alkenone CO2 results using uniform calculation methods and comprehensive treatment of uncertainties.,TRUE,FALSE,FALSE,FALSE,,,
paleosol_da_2019_p1.0.xlsx,NA,Paleosols,1809.1,2,81.1,255.57,211.93,140.75,467.5,114.82,"Da, J., Zhang, Y. G., Li, G., Meng, X., & Ji, J. (2019). Low CO 2 levels of the entire Pleistocene epoch. Nature communications, 10(1), 1-9.",10.1038/s41467-019-12357-5,TRUE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,add age error bars,35.76,109.42
